quantile,theoretical,empirical,error,kupiec_lr,kupiec_p,kupiec_reject,christoffersen_lr,christoffersen_p,christoffersen_reject
0.01,0.01,0.011998078857463911,0.001998078857463911,83.65764497335749,0.0,True,494.5774420262387,0.0,True
0.05,0.05,0.03269567108589863,0.017304328914101372,1576.917086704776,0.0,True,1292.4776097825597,0.0,True
0.1,0.1,0.059632445560076484,0.04036755443992352,4604.464831880312,0.0,True,2360.3316466540855,0.0,True
