date,return
2023-01-03,-0.01977587693552399
2023-01-04,0.01003303100354229
2023-01-05,0.012700495846347085
2023-01-06,0.00771797159491974
2023-01-09,0.004365823936929357
2023-01-10,0.009200159508964433
2023-01-11,0.01689369470494068
2023-01-12,0.0012443906743925214
2023-01-13,-0.007103207090795746
2023-01-16,-0.01122493918440166
2023-01-17,0.01590774198577456
2023-01-18,0.005306450864961376
2023-01-19,0.002998319895304703
2023-01-20,-0.01204997412493297
2023-01-23,-0.004396882001090602
2023-01-24,0.00809570407029061
2023-01-25,0.009039520369049564
2023-01-26,0.0013834198187370904
2023-01-27,-0.009685920310845137
2023-01-30,0.00349750642255371
2023-01-31,0.009570347569298447
2023-02-01,-0.01166023296509924
2023-02-02,-0.01743201290793922
2023-02-03,-0.007970886591557829
2023-02-06,0.0011387233402323854
2023-02-07,-0.008780387635658127
2023-02-08,0.015391608054692979
2023-02-09,-0.018145760808895964
2023-02-10,0.009221338613528801
2023-02-13,0.005732752796537947
2023-02-14,-0.0050990150176165325
2023-02-15,0.014295911228861612
2023-02-16,0.0004018884293268601
2023-02-17,-0.0009401026798892704
2023-02-22,-0.020290152457829558
2023-02-23,0.0013435479491066109
2023-02-24,-0.010006430866366076
2023-02-27,-0.0035209905759756516
2023-02-28,-0.0006947683030687086
2023-03-01,-0.0009743581087660815
2023-03-02,-0.0058950266252900535
2023-03-03,0.004197517531611408
2023-03-06,0.007207295355154428
2023-03-07,0.0006605388434381804
2023-03-08,0.010621056466768851
2023-03-09,-0.010811239482011355
2023-03-10,-0.014005651170247331
2023-03-13,-0.0035596505530851117
2023-03-14,0.004423768597601027
2023-03-15,0.0003220301190131128
