quantile,theoretical,empirical,error,kupiec_lr,kupiec_p,kupiec_reject,christoffersen_lr,christoffersen_p,christoffersen_reject
0.01,0.01,6.858922257545672e-06,0.009993141077742455,5827.995615899637,0.0,True,,,False
0.05,0.05,1.3717844515091343e-05,0.04998628215548491,29839.307069798917,0.0,True,,,False
0.1,0.1,1.3717844515091343e-05,0.09998628215548491,61364.35958942621,0.0,True,,,False
