quantile,theoretical,empirical,error,kupiec_lr,kupiec_p,kupiec_reject,christoffersen_lr,christoffersen_p,christoffersen_reject
0.01,0.01,0.00020159258139300473,0.009798407418606995,1977.388592669752,0.0,True,,,False
0.05,0.05,0.00043983835940291944,0.04956016164059708,10640.070363652947,0.0,True,5.798237728198046,0.01604224541515553,True
0.1,0.1,0.0009529831120396587,0.09904701688796035,21798.488740272725,0.0,True,302.1184084218014,0.0,True
