quantile,theoretical,empirical,error,kupiec_lr,kupiec_p,kupiec_reject,christoffersen_lr,christoffersen_p,christoffersen_reject
0.01,0.01,6.858922257545672e-06,0.009993141077742455,5827.995615899637,0.0,True,,,False
0.05,0.05,7.201868370422956e-05,0.04992798131629577,29594.373388052,0.0,True,,,False
0.1,0.1,0.00027092742917305405,0.09972907257082696,60335.780919989535,0.0,True,5.755578223523116,0.016436385262835973,True
