date,mse_cov,n_stocks
2023-01-30,3.7933944027661967e-07,327
2023-01-31,3.779008873423848e-07,327
2023-02-01,3.8478084366408354e-07,327
2023-02-02,3.670972527777328e-07,327
2023-02-03,3.76145285425317e-07,327
2023-02-06,3.8084024552664867e-07,326
2023-02-07,3.589463142192634e-07,325
2023-02-08,3.587661839399483e-07,325
2023-02-09,1.3146862120195184e-07,325
2023-02-10,1.3010546903527762e-07,325
2023-02-13,1.1581389878451325e-07,327
2023-02-14,1.2550513326395155e-07,327
2023-02-15,1.4400863729301023e-07,327
2023-02-16,1.3451903436891967e-07,327
2023-02-17,1.2898609414318704e-07,327
2023-02-22,1.3288318475797635e-07,325
2023-02-23,1.2115207123829138e-07,326
2023-02-24,1.0435512776121438e-07,325
2023-02-27,1.0416446673402093e-07,325
2023-02-28,1.066235229942195e-07,326
2023-03-01,1.1565146902423159e-07,326
2023-03-02,1.0220737865768448e-07,325
2023-03-03,1.0331455394308553e-07,324
2023-03-06,1.1421951942032496e-07,325
2023-03-07,1.1057081289942585e-07,325
2023-03-08,1.4103440667385852e-07,325
2023-03-09,1.3903425083705618e-07,325
2023-03-10,1.504186788060976e-07,324
2023-03-13,1.3092018817773849e-07,325
2023-03-14,1.3294594208218007e-07,325
2023-03-15,1.3154032503549961e-07,325
2023-03-16,1.125985494780438e-07,324
2023-03-17,1.0906081510982878e-07,325
2023-03-20,1.1850286417616472e-07,325
2023-03-21,1.1768736800406745e-07,325
2023-03-22,1.1613294966516266e-07,327
2023-03-23,1.4959289702708208e-07,325
2023-03-24,1.7034443434507942e-07,325
2023-03-27,1.7339790407751672e-07,325
2023-03-28,1.8064811658462094e-07,324
2023-03-29,1.70390163862136e-07,324
2023-03-30,1.8348064844900255e-07,325
2023-03-31,1.8566247961715972e-07,325
2023-04-03,1.7745432894194346e-07,322
2023-04-04,1.7686520839739567e-07,322
2023-04-05,2.1162493953470403e-07,322
2023-04-06,2.0278168985054094e-07,320
2023-04-10,2.013480685797504e-07,320
2023-04-11,2.7901060325467424e-07,320
2023-04-12,2.874971890784936e-07,320
2023-04-13,2.887622483390287e-07,320
2023-04-14,2.8357666238798224e-07,322
2023-04-17,2.660972412756509e-07,322
2023-04-18,2.5695107780123083e-07,323
2023-04-19,2.834567601433165e-07,323
2023-04-20,2.84893841635443e-07,325
