Model,NLL_joint_mean,NLL_joint_std,NLL_ind_mean,NLL_ind_std,dates
NeuralFactors,-1332.658887958867,84.63120139451676,-3.689501304890554,0.21683553912842315,807
PPCA,219.2877103098636,309.07987054683906,0.7466889652922113,1.069431586847492,751
