Model,q01pct_error,q01pct_empirical,q05pct_error,q05pct_empirical,q10pct_error,q10pct_empirical
NeuralFactors,0.0010936894485769,0.008906310551423,0.0308876131293489,0.019112386870651,0.0719161428164792,0.0280838571835207
PPCA,0.0019980788574639,0.0119980788574639,0.0173043289141013,0.0326956710858986,0.0403675544399235,0.0596324455600764
