Model,TotalReturn,AnnReturn,AnnVol,Sharpe,MaxDrawdown,periods
NeuralFactors,0.046015329765696,0.016072923234595526,0.3359879403381015,0.047837798042458,-0.4420525959546149,711
PPCA,-0.013360633605906558,-0.06554469145030806,0.15335868651197845,-0.42739471066862933,-0.06841220035030107,50
