date,return,eff_n
2023-01-03,-0.004181251077304197,100.27599114150482
2023-01-04,0.010869567099995547,117.04376871864157
2023-01-05,0.022190607359774437,115.33698693044107
2023-01-06,0.015594201265962055,97.93770407148736
2023-01-09,0.0028299132304856656,127.32322173821909
2023-01-10,0.02626284813642146,140.99999999999991
2023-01-11,0.0100288405789501,103.10666248867804
2023-01-12,-0.022949928001519355,119.69261845268026
2023-01-13,-0.01270574946759335,129.10321247869493
2023-01-16,-0.019819846796119037,119.49595595140752
2023-01-17,0.012035624262776663,125.03660044134432
2023-01-18,0.008952048022665669,115.18797473808226
2023-01-19,-0.0028187245721146862,136.56198705824195
2023-01-20,-0.006647236206806564,140.99999999999991
2023-01-23,-0.0009071798859683884,139.20390373181777
2023-01-24,0.01556341663202773,140.99999999999991
2023-01-25,0.008953172744482152,101.76936592707408
2023-01-26,0.00411521156012241,124.35854580537134
2023-01-27,-0.008406198094764079,140.99999999999991
2023-01-30,-0.004827588648413117,140.99999999999991
2023-01-31,0.02066892835467225,140.99999999999991
2023-02-01,-0.0072513080023573085,101.32693309879959
2023-02-02,-0.00752253765207286,140.99999999999991
2023-02-03,-0.030112619415312847,137.81816504758365
2023-02-06,-0.002814292514655554,67.71460897251417
2023-02-07,-0.014760932791812996,140.99999999999991
2023-02-08,0.012741834796810694,127.23271188679065
2023-02-09,-0.0285325649812794,127.69148444650371
2023-02-10,0.008776845683477408,60.29421774249116
2023-02-13,0.003950592442721142,140.99999999999991
2023-02-14,-0.014782983802898017,140.99999999999991
2023-02-15,0.02055416086869407,114.31313369916718
2023-02-16,0.0029853890984464083,86.03042949736827
2023-02-17,-0.004262356720109314,140.99999999999991
2023-02-22,-0.015783340528158222,140.99999999999991
2023-02-23,-0.0043182290300804935,109.03304514746345
2023-02-24,-0.012035897354791866,140.99999999999991
2023-02-27,-0.003428352707218168,120.08858399909525
2023-02-28,-0.006686016973578669,140.99999999999991
2023-03-01,-0.018256687164118393,140.99999999999991
2023-03-02,-0.004352701993501523,120.05919895417632
2023-03-03,0.0020312247228154797,140.99999999999991
2023-03-06,0.01847710513224138,140.99999999999991
2023-03-07,-0.002654865241657418,116.86138886597975
2023-03-08,0.03532328282636492,140.99999999999991
2023-03-09,-0.004503860524105274,55.08563058902486
2023-03-10,-0.016532027115962793,140.99999999999991
2023-03-13,0.0007548786839456893,126.05051655770885
2023-03-14,-0.010108378512086348,140.99999999999991
2023-03-15,6.046908632183657e-05,128.44710922828844
2023-03-16,0.010601865715125964,140.99999999999991
2023-03-17,-0.01860181194325153,125.55580321463647
2023-03-20,-0.02492640250819963,112.57804304197947
2023-03-21,-0.005906091909330664,86.64337515958314
2023-03-22,-0.001011632392777408,140.99999999999991
2023-03-23,-0.03417651181840768,140.99999999999991
2023-03-24,0.013236990632211862,66.63137680429138
2023-03-27,0.0065026451453623416,98.71777700355011
2023-03-28,0.014379217831421223,140.99999999999991
2023-03-29,-0.009716880108650763,122.30029988395565
2023-03-30,0.023683276208663846,139.5374629826734
2023-03-31,-0.014795976934163575,64.72415693320893
2023-04-03,-0.01815377639780702,123.77491477350013
2023-04-04,0.004945448398477615,111.43596895964836
2023-04-05,-0.004877290925794799,141.99999999999997
2023-04-06,0.0004993400569606295,136.55741954859218
2023-04-10,0.0027346442733123936,141.99999999999997
2023-04-11,0.04871380529620581,141.99999999999997
2023-04-12,0.012801501131872188,37.533486744322936
2023-04-13,0.0001717895065754805,122.07152753351441
2023-04-14,-0.0064697802133618825,141.99999999999997
2023-04-17,-0.0010635813371881742,141.99999999999997
2023-04-18,-0.01201150024147429,141.99999999999997
2023-04-19,-0.02573778568942551,115.51742909914557
2023-04-20,0.0032538158028702687,64.06344454980619
2023-04-24,-0.0013774682000348068,123.68625201285636
2023-04-25,-0.01263499954382522,141.99999999999997
2023-04-26,0.0016176282873206066,115.20662819951592
2023-04-27,0.010889101856712805,141.99999999999997
2023-04-28,0.02219491169487501,123.72766595064832
2023-05-02,-0.013654717383401738,73.25084060385078
2023-05-03,0.005306765670814122,110.27769569897565
2023-05-04,0.008380916166525493,140.99999999999991
2023-05-05,0.03321870140209177,131.7104301112319
2023-05-08,0.008730986342702137,68.48786895582411
2023-05-09,0.009730330118100351,140.99999999999991
2023-05-10,0.01354700730828768,135.20741203706945
2023-05-11,0.010393466035913403,125.14404063540137
2023-05-12,-0.0003725843595933255,114.59318862389932
2023-05-15,0.009229421014534245,140.99999999999991
2023-05-16,-0.021817965952845,133.37012316778473
2023-05-17,0.019158676719400306,111.9901241932624
2023-05-18,0.015896318880978196,94.24486767278103
2023-05-19,0.008068400128491264,102.61732669785901
2023-05-22,0.004788141890724812,129.99147265718685
2023-05-23,-0.007904461466299424,140.99999999999991
2023-05-24,-0.009396291844024992,140.99999999999991
2023-05-25,0.018554042976684813,140.99999999999991
2023-05-26,0.009429466359687104,104.35927910081536
2023-05-29,-0.0014111894204639362,124.92063204050696
2023-05-30,-0.008800563399997002,140.99999999999991
2023-05-31,0.0010684661873523805,140.99999999999991
2023-06-01,0.022823247291537417,140.99999999999991
2023-06-02,0.012771690679910292,85.82979403070331
2023-06-05,0.0048465162472009675,127.34585398388538
2023-06-06,0.023870682279827003,139.6132953166795
2023-06-07,0.0053370345565500795,84.70017509918745
2023-06-09,0.009488507949231948,140.99999999999991
2023-06-12,0.002440721159126314,130.95387835751157
2023-06-13,-0.017827000284851503,140.99999999999991
2023-06-14,0.018895955541827863,104.45098244972006
2023-06-15,0.004279940586628843,86.3975371913305
2023-06-16,-0.004572668706450003,140.99999999999991
2023-06-19,0.008814574073148061,140.99999999999991
2023-06-20,0.007109089702919312,140.99999999999991
2023-06-21,0.004169056121448174,140.99999999999991
2023-06-22,-0.015604576337025736,140.99999999999991
2023-06-23,0.009006417061987135,112.38238104929862
2023-06-26,-0.014785032051843294,140.99999999999991
2023-06-27,-0.017484556395214033,114.37204935997569
