quantile,theoretical,empirical,error,kupiec_lr,kupiec_p,kupiec_reject,christoffersen_lr,christoffersen_p,christoffersen_reject
0.01,0.01,0.08958095414467525,0.07958095414467525,70050.8455970625,0.0,True,30497.891123280977,0.0,True
0.05,0.05,0.1406044768185575,0.0906044768185575,34544.97611764887,0.0,True,50298.58987301137,0.0,True
0.1,0.1,0.18153166592933254,0.08153166592933253,17797.69911481521,0.0,True,67937.87046591338,0.0,True
