quantile,theoretical,empirical,error,kupiec_lr,kupiec_p,kupiec_reject,christoffersen_lr,christoffersen_p,christoffersen_reject
0.01,0.01,0.0009447351321774222,0.009055264867822578,3213.0059257798866,0.0,True,1370.1321556563435,0.0,True
0.05,0.05,0.0014619883040935672,0.048538011695906436,20863.248828920834,0.0,True,2129.1599166487385,0.0,True
0.1,0.1,0.002081837146472419,0.09791816285352758,44446.69329713631,0.0,True,3751.077460640684,0.0,True
