quantile,theoretical,empirical,error,kupiec_lr,kupiec_p,kupiec_reject,christoffersen_lr,christoffersen_p,christoffersen_reject
0.01,0.01,0.0008635135597277795,0.00913648644027222,3304.694443755646,0.0,True,1222.5272510686773,0.0,True
0.05,0.05,0.0010302315242296774,0.04896976847577032,21620.16112842959,0.0,True,1702.4018512570733,0.0,True
0.1,0.1,0.0011029034574740945,0.09889709654252592,46397.740469275246,0.0,True,1917.4055128008818,0.0,True
