quantile,theoretical,empirical,error,kupiec_lr,kupiec_p,kupiec_reject,christoffersen_lr,christoffersen_p,christoffersen_reject
0.01,0.01,0.0014021408296569886,0.008597859170343012,2751.209359682809,0.0,True,2845.117507584938,0.0,True
0.05,0.05,0.0014406142060805034,0.048559385793919496,20899.14295302843,0.0,True,2870.757248056179,0.0,True
0.1,0.1,0.00146626312369618,0.09853373687630383,45639.17243754261,0.0,True,2927.6997347953297,0.0,True
