date,return
2023-01-03,-0.02000162059004571
2023-01-04,0.006918133572869096
2023-01-05,0.020594227767932433
2023-01-06,0.01074821713953068
2023-01-09,0.004713232602628341
2023-01-10,0.022527257476039248
2023-01-11,0.005586244325601581
2023-01-12,-0.014641865769050669
2023-01-13,-0.011896301122496424
2023-01-16,-0.012519295912648365
2023-01-17,0.010529984196100588
2023-01-18,0.0036889879038578864
2023-01-19,0.0006962126023857058
2023-01-20,-0.00203408575194813
2023-01-23,-0.0008172285486944022
2023-01-24,0.010887542035280993
2023-01-25,0.012569891837133224
2023-01-26,0.004724937559027845
2023-01-27,-0.004998054539927662
2023-01-30,-0.003131829843737341
2023-01-31,0.016901020428775757
2023-02-01,-0.004440715324862694
2023-02-02,-0.007987146086127337
2023-02-03,-0.018808004325836198
2023-02-06,-0.011139850546070567
2023-02-07,-0.013911729708269465
2023-02-08,0.008814115434771258
2023-02-09,-0.024506844291179584
2023-02-10,0.0028157952790883126
2023-02-13,0.0025453881577024574
2023-02-14,-0.013670667995449522
2023-02-15,0.01968004227116412
2023-02-16,0.0008505070112143543
2023-02-17,-0.0007794877190968003
2023-02-22,-0.011906746992084324
2023-02-23,-0.004668202910855014
2023-02-24,-0.009621236810828519
2023-02-27,-0.0010747672094612928
2023-02-28,-0.005275677567281361
2023-03-01,-0.01608466645903645
2023-03-02,-0.005725172268877656
2023-03-03,0.0015910378332781912
2023-03-06,0.013307514239782024
2023-03-07,8.795954501406725e-05
2023-03-08,0.02813205938308405
2023-03-09,-0.00039522136243070043
2023-03-10,-0.013151425632531754
2023-03-13,-0.00484965463022419
2023-03-14,-0.009708383490911904
2023-03-15,0.0013726552696607548
2023-03-16,0.005706822898272163
2023-03-17,-0.015129360638675284
2023-03-20,-0.018711965729530905
2023-03-21,-0.00547129285145244
2023-03-22,-0.0007205237659611443
2023-03-23,-0.031421807073989325
2023-03-24,0.018317113154725208
2023-03-27,0.00892430338195471
2023-03-28,0.011553752342402919
2023-03-29,-0.00914605048834021
2023-03-30,0.018752049111571984
2023-03-31,-0.005964208736249003
2023-04-03,-0.016173395152056107
2023-04-04,0.0011472941933985082
2023-04-05,-0.006651960428441979
2023-04-06,0.00024911244396575474
2023-04-10,0.0027225774102497663
2023-04-11,0.033981906912170894
2023-04-12,0.01558500214523122
2023-04-13,0.0053512676362911646
2023-04-14,-0.0012741866298407944
2023-04-17,-0.0021541996307824773
2023-04-18,-0.008933944362039608
2023-04-19,-0.020750821368665764
2023-04-20,0.006750047596902877
2023-04-24,0.010691416177691319
2023-04-25,-0.006373637962906023
2023-04-26,-0.004195880161003314
2023-04-27,0.0050834295395697955
2023-04-28,0.017920100870504156
2023-05-02,-0.017670864174076314
2023-05-03,0.0025786898530336107
2023-05-04,0.006028749342543456
2023-05-05,0.026343462545745017
2023-05-08,0.007895638122966411
2023-05-09,0.00931817555658219
2023-05-10,0.01507229852667295
2023-05-11,0.011094676355874666
2023-05-12,-0.0027149013321655815
2023-05-15,0.003827281086625889
2023-05-16,-0.01695458114001347
2023-05-17,0.018619433489962305
2023-05-18,0.014927093358550934
2023-05-19,0.008590757577031902
2023-05-22,0.005183928675603144
2023-05-23,-0.004458582065067079
2023-05-24,-0.005580171582668327
2023-05-25,0.018076797234874684
2023-05-26,0.008688601969508452
2023-05-29,0.0029585442015447375
2023-05-30,-0.008529061509449855
2023-05-31,0.0010234477680128278
2023-06-01,0.016586084071902384
2023-06-02,0.01106656235294385
2023-06-05,0.00797466838492469
2023-06-06,0.019103161536707946
2023-06-07,0.009494555458435076
2023-06-09,0.011718893004243452
2023-06-12,0.004648301172086836
2023-06-13,-0.015620148153251042
2023-06-14,0.01890348268636716
2023-06-15,0.005995707081187012
2023-06-16,-0.0011679388986248266
2023-06-19,0.013122462505081152
2023-06-20,0.009174610198873044
2023-06-21,0.005329334344618387
2023-06-22,-0.010320423108332418
2023-06-23,0.009297151702223347
2023-06-26,-0.010772076716514405
2023-06-27,-0.014945983135476123
2023-06-28,-0.006156981684105102
2023-06-29,0.018002404045817336
2023-06-30,0.010755559933084028
2023-07-03,0.008438526072024142
2023-07-04,0.0007916970019362889
2023-07-05,0.007794984951474225
2023-07-06,-0.01677803849540857
2023-07-07,0.01602961802519999
2023-07-10,-0.00800710222364747
2023-07-11,-0.005874922431574636
2023-07-12,-0.005560445143698812
2023-07-13,0.001848359726249418
2023-07-14,-0.01570179759351262
2023-07-17,0.007996745880680257
2023-07-18,0.0030709129014262755
2023-07-19,-0.004885146601234294
2023-07-20,-0.0003546271928372686
2023-07-21,0.013029434897030208
2023-07-24,0.00405340224081026
2023-07-25,0.005821581360886556
2023-07-26,0.0015639292165534958
2023-07-27,-0.008963038911390789
2023-07-28,0.006341634866422232
2023-07-31,0.011353612138657538
2023-08-01,0.00036002379858419476
2023-08-02,0.0006864472946476256
2023-08-03,0.0012796154000200793
2023-08-04,0.002019322778428292
2023-08-07,-0.008262008562418799
2023-08-08,-0.0011956982294109152
2023-08-09,-0.009167498171479589
2023-08-10,0.003269607306558302
2023-08-11,-0.0027961265444496827
2023-08-14,-0.010632104836544212
2023-08-15,-0.007770839544807086
2023-08-16,-0.0054047553517119025
2023-08-17,-0.012394981000837576
2023-08-18,0.005937915116102066
2023-08-21,-0.006628364403498024
2023-08-22,0.01583735270986309
2023-08-23,0.0108263447922276
2023-08-24,-0.008622843924258685
2023-08-25,-0.01315911373606797
2023-08-28,-0.0017570001683711702
2023-08-29,0.008242941575056813
2023-08-30,-0.0038581663269425205
2023-08-31,-0.019100068179205634
2023-09-01,0.013239676898440305
2023-09-04,0.000847397721051841
2023-09-05,-0.009197321049985155
2023-09-06,-0.012366939524382769
2023-09-08,-0.0027207550731625147
2023-09-11,0.007118052335168944
2023-09-12,0.0153381781337158
2023-09-13,0.0031763893210744426
2023-09-14,-0.0017126108539624648
2023-09-15,-0.008680018572450236
2023-09-18,-0.004278656313096691
2023-09-19,-0.005464015506055906
2023-09-20,0.006565870617274185
2023-09-21,-0.02061816552552614
2023-09-22,-0.005429774841956066
2023-09-25,-0.003713160501030361
2023-09-26,-0.0126716086610472
2023-09-27,-0.004212638462801502
2023-09-28,0.013410860536234775
2023-09-29,0.012191873396608554
2023-10-02,-0.015775675813859955
2023-10-03,-0.019418328868637633
2023-10-04,0.006786321281392411
2023-10-05,-0.005205654073423678
2023-10-06,-0.0031065773250289076
2023-10-09,0.00338440001454955
2023-10-10,0.020464579430650207
2023-10-11,-0.004985231607225984
2023-10-13,-0.017466177702602868
2023-10-16,-9.477874045633848e-05
2023-10-17,-0.010898547525818803
2023-10-18,-0.021960374940513915
2023-10-19,-0.00021489146616454174
2023-10-20,-0.003079969185785715
2023-10-23,0.010339026545163745
2023-10-24,0.006094902716003245
2023-10-25,-0.014621951457188219
2023-10-26,0.015913208521603585
2023-10-27,-0.01664053571837117
2023-10-30,-0.013530087363092618
2023-10-31,0.0074309197309883395
2023-11-01,0.009227526175064586
2023-11-03,0.038036116035890584
2023-11-06,-0.007744089025864247
