quantile,theoretical,empirical,error,kupiec_lr,kupiec_p,kupiec_reject,christoffersen_lr,christoffersen_p,christoffersen_reject
0.01,0.01,0.008906310551423055,0.0010936894485769448,36.57704473513263,1.4674972348416304e-09,True,652.6703075694386,0.0,True
0.05,0.05,0.019112386870651015,0.030887613129348988,7583.853320792961,0.0,True,1289.2954185943963,0.0,True
0.1,0.1,0.028083857183520754,0.07191614281647925,22773.269389545192,0.0,True,1592.7160067742516,0.0,True
