quantile,theoretical,empirical,error,kupiec_lr,kupiec_p,kupiec_reject,christoffersen_lr,christoffersen_p,christoffersen_reject
0.01,0.01,0.007688851850708698,0.0023111481492913023,170.93572171620235,0.0,True,422.8147995517211,0.0,True
0.05,0.05,0.01550459376318199,0.034495406236818016,9890.836292496111,0.0,True,676.5637801090415,0.0,True
0.1,0.1,0.02166047648932923,0.07833952351067078,28296.318678544714,0.0,True,864.6199520236769,0.0,True
