quantile,theoretical,empirical,error,kupiec_lr,kupiec_p,kupiec_reject,christoffersen_lr,christoffersen_p,christoffersen_reject
0.01,0.01,0.00026804261877638546,0.009731957381223615,262.92943843247434,0.0,True,,,False
0.05,0.05,0.00026804261877638546,0.049731957381223615,1480.661331871958,0.0,True,,,False
0.1,0.1,0.00040206392816457816,0.09959793607183542,3065.132264478023,0.0,True,,,False
