quantile,theoretical,empirical,error,kupiec_lr,kupiec_p,kupiec_reject,christoffersen_lr,christoffersen_p,christoffersen_reject
0.01,0.01,0.00030351219178550667,0.009696487808214494,4062.4258949155696,0.0,True,105.79052274823175,0.0,True
0.05,0.05,0.0009361854929721966,0.049063814507027806,21795.265647397584,0.0,True,1329.391218928111,0.0,True
0.1,0.1,0.0010088574262166136,0.09899114257378339,46602.579391530795,0.0,True,1639.0314170095648,0.0,True
