quantile,theoretical,empirical,error,kupiec_lr,kupiec_p,kupiec_reject,christoffersen_lr,christoffersen_p,christoffersen_reject
0.01,0.01,0.0002932255729352796,0.00970677442706472,1903.091082815638,0.0,True,7.418416045058734,0.006455962411270333,True
0.05,0.05,0.0007147373340297441,0.04928526266597026,10368.764373314058,0.0,True,246.21708622029337,0.0,True
0.1,0.1,0.001292025180746076,0.09870797481925393,21458.260937069197,0.0,True,1122.126077692084,0.0,True
